"","goAcc","Protein_ID","GO_terms"
"9519","GO:0006457","490383","protein folding"
"9520","GO:0051082","490383","unfolded protein binding"
"9521","GO:0005515","490383","protein binding"
"9522","GO:0044267","490383","protein metabolic process"
"9523","GO:0005525","490396","GTP binding"
"9524","GO:0003924","490396","GTPase activity"
"9525","GO:0050800","490396","obsolete hydrolase activity, acting on acid anhydrides, acting on GTP, involved in cellular and subcellular movement"
"9526","GO:0003723","490432","RNA binding"
"9527","GO:0004809","490432","tRNA (guanine-N2-)-methyltransferase activity"
"9528","GO:0008033","490432","tRNA processing"
"9529","GO:0005524","490434","ATP binding"
"9530","GO:0005622","490435","intracellular anatomical structure"
"9531","GO:0006396","490435","RNA processing"
"9532","GO:0000398","490435","mRNA splicing, via spliceosome"
"9533","GO:0005634","490435","nucleus"
"9534","GO:0005975","490444","carbohydrate metabolic process"
"9535","GO:0042578","490444","phosphoric ester hydrolase activity"
"9536","GO:0042132","490444","fructose 1,6-bisphosphate 1-phosphatase activity"
"9537","GO:0004408","490449","holocytochrome-c synthase activity"
"9538","GO:0005739","490449","mitochondrion"
"9539","GO:0003723","490467","RNA binding"
"9540","GO:0005215","490526","transporter activity"
"9541","GO:0006810","490526","transport"
"9542","GO:0016021","490526","membrane"
"9543","GO:0008152","490528","metabolic process"
"9544","GO:0016491","490528","oxidoreductase activity"
"9545","GO:0008678","490528","2-deoxy-D-gluconate 3-dehydrogenase activity"
"9546","GO:0000785","490559","chromatin"
"9547","GO:0003682","490559","chromatin binding"
"9548","GO:0005634","490559","nucleus"
"9549","GO:0006333","490559","chromatin organization"
"9550","GO:0003824","490573","catalytic activity"
"9551","GO:0044237","490573","cellular metabolic process"
"9552","GO:0050662","490573","obsolete coenzyme binding"
"9553","GO:0008743","490573","L-threonine 3-dehydrogenase activity"
"9554","GO:0008270","490576","zinc ion binding"
"9555","GO:0016491","490576","oxidoreductase activity"
"9556","GO:0046526","490576","D-xylulose reductase activity"
"9557","GO:0009058","490594","biosynthetic process"
"9558","GO:0016769","490594","transferase activity, transferring nitrogenous groups"
"9559","GO:0030170","490594","pyridoxal phosphate binding"
"9560","GO:0016212","490594","kynurenine-oxoglutarate transaminase activity"
"9561","GO:0003677","490609","DNA binding"
"9562","GO:0003918","490609","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
"9563","GO:0005524","490609","ATP binding"
"9564","GO:0005694","490609","chromosome"
"9565","GO:0006259","490609","DNA metabolic process"
"9566","GO:0006265","490609","DNA topological change"
"9567","GO:0006865","490647","amino acid transport"
"9568","GO:0015171","490647","amino acid transmembrane transporter activity"
"9569","GO:0016020","490647","membrane"
"9570","GO:0016021","490647","membrane"
"9571","GO:0006810","490647","transport"
"9572","GO:0003735","490650","structural constituent of ribosome"
"9573","GO:0005622","490650","intracellular anatomical structure"
"9574","GO:0005840","490650","ribosome"
"9575","GO:0006412","490650","translation"
"9576","GO:0003779","490671","actin binding"
"9577","GO:0017048","490671","small GTPase binding"
"9578","GO:0030036","490671","actin cytoskeleton organization"
"9579","GO:0005488","490671","binding"
"9580","GO:0003735","490672","structural constituent of ribosome"
"9581","GO:0005622","490672","intracellular anatomical structure"
"9582","GO:0005840","490672","ribosome"
"9583","GO:0006412","490672","translation"
"9584","GO:0000166","490674","nucleotide binding"
"9585","GO:0017111","490674","ribonucleoside triphosphate phosphatase activity"
"9586","GO:0003678","490674","DNA helicase activity"
"9587","GO:0005524","490674","ATP binding"
"9588","GO:0005634","490674","nucleus"
"9589","GO:0016021","490680","membrane"
"9590","GO:0005509","490711","calcium ion binding"
"9591","GO:0004657","490721","proline dehydrogenase activity"
"9592","GO:0006537","490721","glutamate biosynthetic process"
"9593","GO:0006562","490721","proline catabolic process"
"9594","GO:0018528","490721","iminodiacetate dehydrogenase activity"
"9595","GO:0000156","490731","phosphorelay response regulator activity"
"9596","GO:0000160","490731","phosphorelay signal transduction system"
"9597","GO:0006355","490731","regulation of DNA-templated transcription"
"9598","GO:0005524","490731","ATP binding"
"9599","GO:0000155","490731","phosphorelay sensor kinase activity"
"9600","GO:0007165","490731","signal transduction"
"9601","GO:0016020","490731","membrane"
"9602","GO:0004673","490731","protein histidine kinase activity"
"9603","GO:0018106","490731","peptidyl-histidine phosphorylation"
"9604","GO:0004871","490731","obsolete signal transducer activity"
"9605","GO:0003824","490742","catalytic activity"
"9606","GO:0005975","490742","carbohydrate metabolic process"
"9607","GO:0043169","490742","cation binding"
"9608","GO:0004556","490742","alpha-amylase activity"
"9609","GO:0008080","490764","N-acetyltransferase activity"
"9610","GO:0008152","490764","metabolic process"
"9611","GO:0043365","490768","[formate-C-acetyltransferase]-activating enzyme activity"
"9612","GO:0016787","490779","hydrolase activity"
"9613","GO:0003993","490779","acid phosphatase activity"
"9614","GO:0046872","490779","metal ion binding"
"9615","GO:0003700","490784","DNA-binding transcription factor activity"
"9616","GO:0005634","490784","nucleus"
"9617","GO:0006355","490784","regulation of DNA-templated transcription"
"9618","GO:0008270","490784","zinc ion binding"
"9619","GO:0003677","490784","DNA binding"
"9620","GO:0006350","490784","DNA-templated transcription"
"9621","GO:0003700","490815","DNA-binding transcription factor activity"
"9622","GO:0005634","490815","nucleus"
"9623","GO:0006355","490815","regulation of DNA-templated transcription"
"9624","GO:0008270","490815","zinc ion binding"
"9625","GO:0003677","490815","DNA binding"
"9626","GO:0006350","490815","DNA-templated transcription"
"9627","GO:0006865","490823","amino acid transport"
"9628","GO:0015171","490823","amino acid transmembrane transporter activity"
"9629","GO:0016020","490823","membrane"
"9630","GO:0016620","490825","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
"9631","GO:0008152","490825","metabolic process"
"9632","GO:0016491","490825","oxidoreductase activity"
"9633","GO:0003676","490855","nucleic acid binding"
"9634","GO:0031072","490857","heat shock protein binding"
"9635","GO:0047953","490859","glycerol 2-dehydrogenase (NADP+) activity"
"9636","GO:0000139","490880","Golgi membrane"
"9637","GO:0005789","490880","endoplasmic reticulum membrane"
"9638","GO:0006672","490880","ceramide metabolic process"
"9639","GO:0016021","490880","membrane"
"9640","GO:0016811","490880","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
"9641","GO:0004407","490880","histone deacetylase activity"
"9642","GO:0008418","490880","protein-N-terminal asparagine amidohydrolase activity"
"9643","GO:0008759","490880","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity"
"9644","GO:0018748","490880","iprodione amidohydrolase activity"
"9645","GO:0018749","490880","(3,5-dichlorophenylurea)acetate amidohydrolase activity"
"9646","GO:0043747","490880","obsolete N2-acetyl-L-lysine deacetylase activity"
"9647","GO:0043748","490880","O-succinylbenzoate synthase activity"
"9648","GO:0043864","490880","indoleacetamide hydrolase activity"
"9649","GO:0047419","490880","N-acetylgalactosamine-6-phosphate deacetylase activity"
"9650","GO:0008152","490898","metabolic process"
"9651","GO:0016491","490898","oxidoreductase activity"
"9652","GO:0032115","490898","sorbose reductase activity"
"9653","GO:0003700","490904","DNA-binding transcription factor activity"
"9654","GO:0005634","490904","nucleus"
"9655","GO:0006355","490904","regulation of DNA-templated transcription"
"9656","GO:0008270","490904","zinc ion binding"
"9657","GO:0016787","490920","hydrolase activity"
"9658","GO:0016051","490923","carbohydrate biosynthetic process"
"9659","GO:0016758","490923","hexosyltransferase activity"
"9660","GO:0047216","490923","inositol 3-alpha-galactosyltransferase activity"
"9661","GO:0042122","490957","alginic acid catabolic process"
"9662","GO:0042597","490957","periplasmic space"
"9663","GO:0045135","490957","poly(beta-D-mannuronate) lyase activity"
"9664","GO:0006511","490966","ubiquitin-dependent protein catabolic process"
"9665","GO:0004590","490967","orotidine-5'-phosphate decarboxylase activity"
"9666","GO:0006207","490967","'de novo' pyrimidine nucleobase biosynthetic process"
"9667","GO:0003824","490967","catalytic activity"
"9668","GO:0008152","490967","metabolic process"
"9669","GO:0008152","490972","metabolic process"
"9670","GO:0008168","490972","methyltransferase activity"
"9671","GO:0006779","490972","porphyrin-containing compound biosynthetic process"
"9672","GO:0004851","490972","uroporphyrin-III C-methyltransferase activity"
"9673","GO:0030144","490975","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity"
"9674","GO:0003700","490981","DNA-binding transcription factor activity"
"9675","GO:0005634","490981","nucleus"
"9676","GO:0006355","490981","regulation of DNA-templated transcription"
"9677","GO:0008270","490981","zinc ion binding"
"9678","GO:0006457","491016","protein folding"
"9679","GO:0016272","491016","prefoldin complex"
"9680","GO:0051082","491016","unfolded protein binding"
"9681","GO:0016071","491033","mRNA metabolic process"
"9682","GO:0030529","491033","ribonucleoprotein complex"
"9683","GO:0006808","491082","regulation of nitrogen utilization"
"9684","GO:0016564","491082","obsolete transcription repressor activity"
"9685","GO:0004096","491092","catalase activity"
"9686","GO:0005506","491092","iron ion binding"
"9687","GO:0006979","491092","response to oxidative stress"
"9688","GO:0020037","491092","heme binding"
"9689","GO:0006118","491092","obsolete electron transport"
"9690","GO:0005215","491098","transporter activity"
"9691","GO:0006810","491098","transport"
"9692","GO:0016021","491098","membrane"
"9693","GO:0005634","491101","nucleus"
"9694","GO:0043189","491101","H4/H2A histone acetyltransferase complex"
"9695","GO:0045449","491101","regulation of DNA-templated transcription"
"9696","GO:0006118","491109","obsolete electron transport"
"9697","GO:0016616","491109","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
"9698","GO:0051287","491109","NAD binding"
"9699","GO:0016491","491109","oxidoreductase activity"
"9700","GO:0003979","491109","UDP-glucose 6-dehydrogenase activity"
"9701","GO:0016021","491112","membrane"
"9702","GO:0003700","491146","DNA-binding transcription factor activity"
"9703","GO:0005634","491146","nucleus"
"9704","GO:0006355","491146","regulation of DNA-templated transcription"
"9705","GO:0008270","491146","zinc ion binding"
"9706","GO:0010181","491150","FMN binding"
"9707","GO:0016831","491158","carboxy-lyase activity"
"9708","GO:0019752","491158","carboxylic acid metabolic process"
"9709","GO:0030170","491158","pyridoxal phosphate binding"
"9710","GO:0004351","491158","glutamate decarboxylase activity"
"9711","GO:0006536","491158","glutamate metabolic process"
"9712","GO:0004497","491227","monooxygenase activity"
"9713","GO:0005506","491227","iron ion binding"
"9714","GO:0006118","491227","obsolete electron transport"
"9715","GO:0020037","491227","heme binding"
"9716","GO:0050381","491227","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"9717","GO:0003824","491231","catalytic activity"
"9718","GO:0016020","491231","membrane"
"9719","GO:0001668","491231","phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"
"9720","GO:0008138","491231","protein tyrosine/serine/threonine phosphatase activity"
"9721","GO:0008330","491231","protein tyrosine/threonine phosphatase activity"
"9722","GO:0008579","491231","JUN kinase phosphatase activity"
"9723","GO:0008969","491231","protein histidine phosphatase activity"
"9724","GO:0016312","491231","inositol bisphosphate phosphatase activity"
"9725","GO:0017017","491231","MAP kinase tyrosine/serine/threonine phosphatase activity"
"9726","GO:0017161","491231","inositol-1,3,4-trisphosphate 4-phosphatase activity"
"9727","GO:0019175","491231","alpha-ribazole phosphatase activity"
"9728","GO:0019178","491231","NADP phosphatase activity"
"9729","GO:0019198","491231","transmembrane receptor protein phosphatase activity"
"9730","GO:0030351","491231","inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity"
"9731","GO:0030352","491231","inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity"
"9732","GO:0043726","491231","5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity"
"9733","GO:0043812","491231","phosphatidylinositol-4-phosphate phosphatase activity"
"9734","GO:0043813","491231","phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity"
"9735","GO:0008270","491250","zinc ion binding"
"9736","GO:0016491","491250","oxidoreductase activity"
"9737","GO:0003939","491250","L-iditol 2-dehydrogenase activity"
"9738","GO:0003676","491273","nucleic acid binding"
"9739","GO:0004032","491299","alditol:NADP+ 1-oxidoreductase activity"
"9740","GO:0005515","491301","protein binding"
"9741","GO:0008270","491301","zinc ion binding"
"9742","GO:0004842","491301","ubiquitin-protein transferase activity"
"9743","GO:0051438","491301","regulation of ubiquitin-protein transferase activity"
"9744","GO:0051440","491301","obsolete regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle"
